,room_id,host_id,room_type,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,latitude,longitude
0,7565,20087,Entire home/apt,7,4.5,2,,0,95,4,35.67017,139.741313
1,13389,52289,Private room,47,4,1,1,1,34,5,35.644269,139.693466
2,32482,140380,Private room,35,4.5,2,1,,50,1,35.730653,139.689986
3,34647,149562,Entire home/apt,58,4.5,,1,1,88,3,35.65535,139.693043
4,34651,149562,Entire home/apt,,,4,1,1,67,3,35.673975,139.729755
5,35799,153791,Entire home/apt,3,3.5,5,2,1,302,5,35.658389,139.7744
6,42700,53552,Entire home/apt,24,5,,2,1,125,2,35.73166,139.76134
7,45458,53552,Entire home/apt,10,5,4,1,1,95,2,35.731696,139.762696
8,48413,219209,Entire home/apt,108,5,2,1,1,72,2,35.65914,139.676309
9,52978,245169,Entire home/apt,12,5,,3,1,120,5,35.685566,139.61178
10,57787,245169,Entire home/apt,,5,,3,1,200,4,35.697599,139.625904
11,68795,149562,Entire home/apt,22,5,4,1,1,86,3,35.64891,139.685904
12,84282,256962,Entire home/apt,18,5,3,1,1,112,1,35.665013,139.734432
13,88300,482910,Entire home/apt,58,5,3,1,1,95,3,35.64834,139.719106
14,108572,561814,Private room,39,4.5,1,1,2,21,3,35.705329,139.645695
15,108578,561814,Private room,111,4.5,2,1,2,34,3,35.706458,139.64858
16,108583,561814,Private room,90,4.5,1,1,2,24,3,35.705329,139.650156
17,114503,53552,Entire home/apt,4,4.5,4,1,1,95,2,35.73121,139.76102
18,119095,149562,Entire home/apt,31,4.5,,2,1,108,3,35.652728,139.689129
19,119522,202820,Entire home/apt,70,4.5,,3,2,140,1,35.662174,139.721669
20,122861,561814,Private room,67,4.5,2,1,2,34,3,35.70445,139.650234
21,133344,561814,Private room,49,4.5,2,1,2,34,3,35.704619,139.648155
22,145316,202820,Entire home/apt,25,4.5,,3,2,140,1,35.662193,139.721081
23,157129,754749,Private room,101,5,3,1,1,85,3,35.736496,139.698489
24,161044,409152,Private room,30,5,2,1,1,109,2,35.707146,139.68275
25,161231,771694,Entire home/apt,148,5,3,1,1,115,3,35.656577,139.696661
26,161232,771694,Entire home/apt,123,5,3,1,1,115,3,35.669006,139.700799
27,163172,561814,Private room,49,4.5,1,1,2,24,3,35.706337,139.648216
28,165497,561814,Private room,31,4,2,1,1,34,4,35.682658,139.680049
29,167974,771694,Entire home/apt,61,5,4,2,1,350,3,35.673628,139.708711
30,172276,822068,Entire home/apt,8,5,2,1,1,129,7,35.642605,139.702836
31,185107,561814,Private room,24,5,1,1,1,40,4,35.677626,139.708609
32,187881,888614,Entire home/apt,18,4.5,3,1,1,57,4,35.627284,139.684208
33,188304,1243920,Entire home/apt,68,5,4,1,1,120,3,35.709815,139.801657
34,197677,964081,Entire home/apt,86,4.5,4,1,1,95,3,35.717208,139.825961
35,203699,322234,Private room,42,5,1,1,1,45,3,35.613087,139.635927
36,208043,1009312,Entire home/apt,98,5,2,1,1,86,2,35.64082,139.692637
37,213922,1103758,Entire home/apt,35,5,,3,1.5,215,1,35.630858,139.704477
38,217659,1124438,Private room,42,4.5,2,1,1.5,73,2,35.667617,139.687128
39,221672,202820,Entire home/apt,102,4.5,5,1,1,75,1,35.671284,139.704988
40,226393,1180328,Private room,16,4,,1,1,32,3,35.72775,139.576098
41,227089,561814,Private room,44,4.5,1,1,2,24,3,35.700105,139.635496
42,270482,1416217,Entire home/apt,24,5,,1,1,277,2,35.625941,139.75461
43,272196,202820,Entire home/apt,126,4.5,3,1,1,72,1,35.673728,139.706641
44,281280,1466334,Private room,60,5,2,1,1,60,3,35.66326,139.745391
45,281391,144926,Entire home/apt,29,4.5,4,2,1,224,10,35.658546,139.695746
46,285163,1484412,Entire home/apt,12,5,2,1,1,60,10,35.618522,139.718229
47,289597,341577,Entire home/apt,59,5,2,1,1,40,4,35.742672,139.658103
48,291143,1509443,Entire home/apt,16,4.5,2,1,,85,5,35.706214,139.729371
49,309650,149562,Entire home/apt,19,4.5,5,2,1,95,3,35.647382,139.678018
50,311464,561814,Private room,42,4.5,1,1,,24,3,35.705662,139.649299
51,312817,1608371,Entire home/apt,18,5,3,1,1,69,3,35.670892,139.65297
52,315446,1608365,Entire home/apt,91,4,3,1,,105,1,35.63089,139.707267
53,319915,1640256,Private room,222,5,4,1,1,39,1,35.773918,139.800639
54,344969,1749889,Entire home/apt,9,4.5,2,1,1,70,4,35.698517,139.669759
55,345622,1753022,Private room,,,1,1,1,85,1,35.644243,139.650413
56,345633,1753022,Private room,,,1,1,,85,1,35.642684,139.650716
57,368801,1306308,Entire home/apt,117,4.5,3,1,1,155,3,35.669679,139.709762
58,370591,1584984,Entire home/apt,15,4.5,4,2,1,82,4,35.649068,139.722858
59,370759,1573631,Entire home/apt,60,5,3,1,1,65,3,35.663438,139.655929
60,376702,1888852,Private room,125,5,2,1,1,69,2,35.713376,139.685662
61,387787,1940136,Entire home/apt,45,5,4,1,1,310,1,35.647121,139.71895
62,405721,2022640,Entire home/apt,31,4.5,3,1,1.5,115,4,35.659647,139.721541
63,407811,1456838,Entire home/apt,105,4.5,2,1,1,78,2,35.659897,139.696427
64,418787,1180328,Private room,10,4.5,,1,1,32,3,35.726859,139.576297
65,422123,788023,Entire home/apt,102,4.5,4,1,1,69,1,35.661875,139.724534
66,428355,1913570,Entire home/apt,33,4.5,2,1,1,68,4,35.640426,139.711685
67,428699,561814,Private room,28,4.5,1,1,1,26,4,35.695073,139.675214
68,436405,561814,Private room,37,5,1,1,,26,4,35.694159,139.676906
69,446605,1306308,Entire home/apt,83,4.5,2,1,1,58,,35.690367,139.670245
70,453427,2253293,Entire home/apt,,,3,2,1,136,21,35.691253,139.728824
71,477530,1306308,Entire home/apt,109,4.5,5,1,1,125,,35.65873,139.695203
72,478306,801494,Entire home/apt,100,5,2,1,1,45,3,35.738395,139.720035
73,495154,202820,Entire home/apt,75,4.5,4,1,1,75,1,35.672445,139.703932
74,500115,1456838,Entire home/apt,137,4.5,5,1,1,78,,35.660016,139.695516
75,524534,1306308,Entire home/apt,64,4.5,2,1,1,68,2,35.661602,139.730477
76,529253,1759480,Entire home/apt,112,4.5,4,1,1,69,,35.666532,139.668648
77,537769,1306308,Entire home/apt,108,4.5,4,1,1,99,,35.661374,139.697618
78,562704,2547513,Private room,18,5,1,1,1,34,7,35.691552,139.632091
79,564551,1306308,Entire home/apt,123,4.5,4,1,1,116,,35.671525,139.771339
80,589639,136600,Entire home/apt,14,5,2,1,1,52,5,35.684024,139.726151
81,621947,3082240,Entire home/apt,42,4,,3,2,129,1,35.661422,139.722257
82,624398,3082240,Entire home/apt,10,5,4,1,1,78,1,35.668524,139.728211
83,642807,3213779,Private room,4,5,3,1,1,78,1,35.677937,139.801056
84,642980,3214738,Entire home/apt,25,4.5,2,1,1,112,7,35.652476,139.69903
85,651850,3082240,Entire home/apt,24,4.5,5,1,1,73,1,35.719187,139.696567
86,661416,771694,Entire home/apt,99,4.5,4,1,1,115,3,35.675335,139.705492
87,662352,6437036,Entire home/apt,57,4.5,5,2,2,284,3,35.660361,139.730463
88,664064,149562,Entire home/apt,,3,,2,1,96,3,35.621249,139.666174
89,664856,1306308,Entire home/apt,64,4.5,,2,1.5,228,,35.669614,139.735296
90,666134,254169,Entire home/apt,,4,4,2,1,261,6,35.699573,139.737319
91,666830,3372554,Private room,131,5,2,1,0.5,24,2,35.714646,139.81783
92,676229,202820,Entire home/apt,80,4.5,4,1,1,72,1,35.664997,139.729272
93,677819,683479,Entire home/apt,25,4.5,2,1,1,60,2,35.65623,139.6941
94,683139,2547513,Private room,14,5,1,1,1,34,7,35.697322,139.637201
95,695214,788023,Entire home/apt,98,4,4,1,1,69,1,35.66377,139.736601
96,696792,1306308,Entire home/apt,74,4.5,,2,1,142,,35.693657,139.676863
97,697761,561814,Private room,28,4.5,1,1,,28,4,35.693144,139.676014
98,700253,341577,Entire home/apt,62,5,2,1,1,40,4,35.742642,139.658322
99,709496,3650369,Private room,86,4.5,2,1,1,40,1,35.620561,139.726655
100,711042,3649148,Entire home/apt,105,5,5,1,1,52,3,35.543969,139.710112
101,712350,3667176,Private room,64,5,,1,2,28,1,35.752811,139.71481
102,717460,1759480,Entire home/apt,96,4.5,4,1,1,73,,35.661519,139.664901
103,734060,3099993,Entire home/apt,99,4.5,2,1,1,74,,35.65536,139.713604
104,752867,3960362,Entire home/apt,87,4.5,,3,1,86,1,35.675491,139.805514
105,764600,3082240,Entire home/apt,32,4.5,,1,1,73,1,35.733121,139.71279
106,765730,1608371,Entire home/apt,39,4.5,3,1,1,73,3,35.668304,139.653179
107,771842,3161518,Entire home/apt,94,4.5,3,1,1,52,1,35.732842,139.727554
108,772016,3564509,Entire home/apt,80,4.5,2,1,1,60,2,35.663919,139.667362
109,776070,801494,Private room,122,5,2,1,1,60,3,35.73817,139.767828
110,819330,364498,Private room,24,5,,1,1,108,3,35.711993,139.818461
111,822268,4318131,Private room,42,4.5,2,1,1.5,34,,35.747949,139.735171
112,829562,29443,Private room,31,4.5,2,1,1,34,1,35.582703,139.715235
113,835351,4368230,Private room,20,5,2,1,1,89,1,35.639246,139.694648
114,835547,1584984,Private room,7,5,2,1,1,56,3,35.661227,139.731391
115,836443,4370888,Entire home/apt,38,5,4,2,1.5,112,5,35.656016,139.627858
116,837605,3942708,Entire home/apt,74,4.5,2,1,1,70,,35.686756,139.692228
117,842832,1749889,Entire home/apt,39,4.5,2,1,1,80,3,35.700997,139.647775
118,853453,1306308,Entire home/apt,114,4.5,3,1,1,82,21,35.674176,139.773491
119,853484,1306308,Entire home/apt,68,4.5,2,1,1,63,,35.691826,139.671353
120,853530,1306308,Entire home/apt,91,4,3,1,1,82,,35.720327,139.770645
121,857399,4484551,Entire home/apt,85,4.5,4,0,1,69,2,35.683222,139.697187
122,867714,1753022,Private room,,4.5,1,1,1,85,1,35.644152,139.65056
123,867750,1753022,Private room,,5,2,1,1,85,1,35.643518,139.652114
124,867757,1753022,Private room,3,4.5,2,1,1,85,1,35.641471,139.650428
125,872235,1573631,Entire home/apt,25,5,3,1,1,86,3,35.66832,139.651592
126,872433,3268251,Entire home/apt,68,4.5,5,1,1,70,1,35.656501,139.697842
127,875775,4244615,Entire home/apt,78,4.5,4,1,1,68,2,35.66507,139.730088
128,876664,4630151,Private room,,,1,1,1,24,13,35.771526,139.732728
129,879332,33751250,Entire home/apt,36,5,4,1,1,153,2,35.673983,139.738523
130,889777,561814,Private room,60,4.5,1,1,1,29,4,35.692954,139.677587
131,899003,4799233,Entire home/apt,55,4.5,3,1,1,69,4,35.708652,139.696808
132,902990,4417706,Entire home/apt,98,4.5,4,1,1,78,2,35.657948,139.697563
133,905944,4847803,Entire home/apt,55,5,,2,1,80,,35.679684,139.679494
134,906296,3082240,Entire home/apt,14,4,,1,1,73,1,35.728259,139.719534
135,907254,4858853,Private room,33,5,3,1,1,80,3,35.640761,139.745659
136,909617,561814,Private room,45,4.5,1,1,,26,4,35.693001,139.675543
137,909997,1196132,Entire home/apt,64,4.5,2,1,1,68,2,35.668619,139.733704
138,920082,2930135,Private room,,3,1,1,3,34,20,35.671588,139.667725
139,920125,2930135,Private room,25,4,1,1,3,40,1,35.695334,139.707
140,920135,2930135,Private room,,4,1,1,1,30,3,35.678522,139.680689
141,920147,2930135,Private room,8,3.5,1,1,1,30,5,35.693823,139.6759
142,920159,2930135,Private room,5,4,5,1,1,28,5,35.699777,139.686453
143,920182,2930135,Private room,3,4.5,,1,2,34,20,35.689173,139.716215
144,920190,2930135,Private room,,3.5,5,1,1,34,20,35.656118,139.658793
145,920193,2930135,Private room,5,2.5,1,1,1,33,2,35.70661,139.724245
146,922458,3161518,Entire home/apt,79,4.5,5,1,1,60,1,35.727561,139.727914
147,923954,2331442,Entire home/apt,38,5,2,1,1,60,3,35.716072,139.867836
148,926957,4987911,Entire home/apt,92,4.5,2,1,1,78,2,35.671141,139.705474
149,928011,1306308,Entire home/apt,85,4.5,4,1,1,108,,35.660809,139.696547
150,940517,5083267,Private room,65,5,3,1,1,52,1,35.582232,139.713552
151,946713,4893746,Private room,91,4.5,2,1,1,41,1,35.729624,139.781709
152,950160,1759480,Entire home/apt,95,4.5,3,1,1,60,,35.663445,139.664151
153,952976,5083267,Private room,42,5,3,1,2,52,1,35.581935,139.710897
154,956948,2930135,Private room,11,3.5,2,1,3,43,1,35.696019,139.706345
155,958956,4526649,Private room,58,5,2,1,,52,3,35.629822,139.75608
156,960505,4244615,Entire home/apt,83,4.5,4,1,1,67,2,35.668921,139.732715
157,960517,4244615,Entire home/apt,94,4.5,4,1,1,68,2,35.667375,139.733173
158,960575,2930135,Private room,9,3,3,1,3,52,4,35.696806,139.705998
159,960628,2930135,Private room,35,3.5,3,1,3,39,1,35.695186,139.707054
160,960639,2930135,Private room,16,4,1,1,3,41,1,35.697367,139.707074
161,960645,2930135,Private room,20,3.5,3,1,3,37,4,35.695739,139.706016
162,964437,5257327,Entire home/apt,106,5,2,1,1,95,1,35.6692,139.712416
163,969756,3942708,Entire home/apt,68,4.5,2,1,1,70,,35.686887,139.694135
164,970709,555844,Private room,45,4.5,2,1,1,59,4,35.642779,139.665124
165,971463,5310762,Entire home/apt,14,4.5,3,1,1,130,7,35.687153,139.694405
166,973555,1759480,Entire home/apt,85,4.5,4,1,1,69,,35.661092,139.66332
167,975848,5257327,Entire home/apt,104,5,2,1,1,95,1,35.671092,139.709461
168,978504,4244615,Entire home/apt,64,4.5,4,1,1,67,2,35.666853,139.733038
169,979684,3268251,Entire home/apt,61,4.5,5,1,1,70,1,35.659552,139.693217
170,981438,3268251,Entire home/apt,31,4,,2,2,140,1,35.655119,139.695078
171,990728,982034,Entire home/apt,22,4,5,2,1,142,5,35.715674,139.75417
172,998565,771694,Entire home/apt,64,5,3,1,1,115,2,35.675936,139.709324
173,1014481,1749889,Entire home/apt,31,4.5,2,1,1,70,3,35.702885,139.643484
174,1016535,5346273,Shared room,108,5,2,1,1,45,1,35.738335,139.83496
175,1016831,5596383,Private room,70,5,1,1,1,73,,35.658322,139.671594
176,1020208,3667176,Entire home/apt,18,5,4,1,1,43,2,35.752788,139.714107
177,1022663,3740137,Entire home/apt,50,5,8,2,1,499,3,35.665327,139.70875
178,1030512,3318812,Shared room,5,4,1,1,1,95,1,35.652654,139.706072
179,1033276,5686404,Private room,44,4.5,2,1,1,28,3,35.742497,139.79734
180,1034831,5248020,Entire home/apt,71,4.5,5,2,1,84,3,35.668629,139.670875
181,1035592,4117822,Entire home/apt,89,5,2,1,1,103,3,35.679069,139.734638
182,1035594,5700534,Shared room,103,4,4,1,1,25,1,35.573735,139.711747
183,1037946,5714051,Entire home/apt,20,5,3,1,1,86,2,35.702982,139.796343
184,1043268,670654,Private room,,4.5,2,1,2,77,1,35.660103,139.694079
185,1046691,5762392,Private room,17,5,,1,1,100,2,35.598168,139.710971
186,1049060,149562,Entire home/apt,15,5,,3,1.5,306,4,35.655428,139.698861
187,1053988,5803973,Shared room,80,5,2,1,1,30,1,35.596186,139.685969
188,1054478,964081,Entire home/apt,71,5,4,1,1,2500,60,35.710279,139.812248
189,1063938,4417706,Entire home/apt,66,4.5,4,1,1,78,2,35.656416,139.696802
190,1081246,5934725,Entire home/apt,30,5,2,1,1,70,2,35.698568,139.71109
191,1082037,5950180,Entire home/apt,10,4,4,2,1,72,5,35.694364,139.694584
192,1084984,4778232,Entire home/apt,37,4,3,1,1,155,1,35.654696,139.73502
193,1090887,1456838,Entire home/apt,89,4.5,5,1,1,95,,35.653802,139.701648
194,1096292,6018145,Private room,103,5,3,1,1,40,,35.69285,139.708469
195,1098948,6038394,Entire home/apt,,5,2,1,1.5,129,7,35.656762,139.694307
196,1106483,1306308,Entire home/apt,36,4.5,2,1,1,52,3,35.737726,139.663227
197,1108605,4208040,Entire home/apt,66,4.5,4,1,1,82,2,35.660672,139.707697
198,1109316,3942708,Entire home/apt,71,4.5,2,1,1,70,,35.689506,139.693083
199,1113148,3942708,Entire home/apt,76,4.5,2,1,1,70,,35.687866,139.696143
200,1113252,6109925,Private room,5,4.5,2,1,1,42,2,35.734423,139.728311
201,1122261,6109925,Entire home/apt,16,4.5,2,1,1,59,2,35.729271,139.731003
202,1124518,6168617,Shared room,36,4.5,1,1,1,47,2,35.659962,139.736423
203,1124939,6109925,Private room,,5,1,1,1,41,2,35.737125,139.737286
204,1124966,6109925,Private room,,5,1,1,1,41,2,35.735034,139.736568
205,1124983,6109925,Private room,,3,1,1,1,41,2,35.722539,139.731479
206,1124990,6109925,Private room,,3,2,1,1,41,2,35.722228,139.732531
207,1125061,6109925,Private room,,4.5,2,1,1,41,2,35.722398,139.733261
208,1125069,6109925,Private room,4,4,2,1,1,41,2,35.721795,139.733019
209,1127732,4244615,Entire home/apt,68,4.5,4,1,1,67,2,35.668952,139.732341
210,1128012,3667176,Private room,46,5,,1,2,28,1,35.751259,139.712909
211,1133901,1456838,Entire home/apt,88,4.5,4,1,1,95,,35.655956,139.697774
212,1138391,6109925,Private room,9,4.5,2,1,1,41,2,35.725421,139.73063
213,1138738,6109925,Private room,,4.5,2,1,1,41,2,35.728129,139.729155
214,1145449,6109925,Private room,,4.5,1,1,1,41,2,35.736932,139.736439
215,1148832,6109925,Private room,6,4.5,1,1,1,50,2,35.72975,139.729793
216,1149149,5237469,Private room,25,4,,1,1,60,3,35.705068,139.767587
217,1149952,4208040,Entire home/apt,77,4.5,5,1,1,91,,35.661768,139.698
218,1152183,6109925,Private room,,3.5,1,1,1,41,2,35.721724,139.733142
219,1152200,1456838,Entire home/apt,98,4.5,4,1,1,95,3,35.657726,139.698294
220,1152235,6109925,Private room,,,1,1,,41,2,35.720885,139.732891
221,1152250,6109925,Private room,,,2,1,1,41,21,35.720358,139.731423
222,1152328,6109925,Private room,,5,2,1,1,41,14,35.724778,139.706384
223,1152489,6109925,Private room,5,4.5,2,1,1,41,2,35.726175,139.731752
224,1152546,6109925,Private room,,,2,1,1,47,2,35.7343,139.728232
225,1152572,6109925,Private room,,4,4,1,1,55,2,35.733916,139.731644
226,1154649,6109925,Private room,,,1,1,1,41,2,35.73314,139.726672
227,1154665,6109925,Private room,7,4.5,2,1,1,41,2,35.734499,139.726747
228,1154673,6109925,Private room,13,4.5,2,1,1,41,2,35.73348,139.727429
229,1154692,6109925,Private room,,1,1,1,1,41,2,35.728453,139.727628
230,1154724,6109925,Private room,,,2,1,1,50,2,35.732029,139.729047
231,1154726,6109925,Private room,7,4,2,1,1,41,2,35.732332,139.72866
232,1154732,6109925,Private room,,4,1,1,2,41,2,35.72853,139.726839
233,1154736,6109925,Private room,3,4.5,2,1,2,41,2,35.729386,139.724889
234,1154746,6109925,Private room,,5,2,1,2,41,2,35.729049,139.72697
235,1154750,6109925,Private room,,4,1,1,2,41,2,35.728566,139.727029
236,1154759,6109925,Private room,3,4.5,1,1,1,41,2,35.730648,139.724828
237,1154775,6109925,Private room,4,4,2,1,1,41,2,35.729685,139.730259
238,1154787,6109925,Private room,4,5,1,1,1,41,2,35.733339,139.730783
239,1155640,3082240,Entire home/apt,22,3.5,,1,1.5,73,1,35.677114,139.704929
240,1155642,3082240,Entire home/apt,4,4.5,5,1,1,73,1,35.661127,139.738943
241,1158690,6349480,Entire home/apt,14,4.5,3,1,1,95,1,35.687249,139.742637
242,1162885,1306308,Entire home/apt,74,4,,1,1,151,,35.654477,139.700059
243,1168147,5707145,Private room,62,4.5,2,1,1,39,1,35.715057,139.724891
244,1171459,149562,Entire home/apt,37,4.5,,2,1,104,3,35.654409,139.691898
245,1173266,3820764,Entire home/apt,12,4.5,4,2,1,184,2,35.644256,139.74019
246,1176245,788023,Entire home/apt,9,4,3,1,1,69,1,35.66331,139.722048
247,1176381,6437261,Private room,8,5,2,1,1,40,3,35.722069,139.671523
248,1180753,5707145,Private room,59,4.5,2,1,1,39,1,35.714539,139.725116
249,1180885,5707145,Private room,28,4.5,5,1,1,103,2,35.714652,139.724732
250,1183707,882409,Entire home/apt,4,4.5,,4,2,517,5,35.696633,139.735159
251,1184333,6477845,Entire home/apt,,,2,2,1,100,1,35.639284,139.748671
252,1188241,5804624,Shared room,,5,2,1,1,52,1,35.594772,139.708363
253,1188380,2547513,Entire home/apt,46,4.5,2,1,1,53,1,35.695944,139.706174
254,1191414,202820,Entire home/apt,36,5,5,1,1,95,2,35.654484,139.701859
255,1196177,5686404,Private room,39,4.5,2,1,1,28,3,35.744546,139.799515
256,1197231,6504053,Private room,67,5,2,1,1,47,2,35.631726,139.716526
257,1198822,6357400,Entire home/apt,72,4.5,3,1,1,73,2,35.67533,139.736895
258,1199890,5950180,Entire home/apt,20,4.5,4,2,1,72,4,35.692941,139.694498
259,1205409,33751250,Entire home/apt,31,5,4,1,1,142,2,35.664167,139.728343
260,1206620,6591488,Entire home/apt,14,4,5,1,,90,1,35.667884,139.730864
261,1206650,6591488,Entire home/apt,16,4.5,5,1,1,105,1,35.66322,139.738057
262,1210349,6591488,Entire home/apt,12,4,4,1,1,85,1,35.668528,139.730365
263,1214020,3648628,Entire home/apt,40,4.5,5,2,1,45,1,35.698834,139.672124
264,1215061,6631300,Entire home/apt,9,4.5,2,1,1,68,1,35.64465,139.705754
265,1215851,6631300,Entire home/apt,99,4.5,4,1,1,80,1,35.654388,139.709849
266,1216021,33751250,Entire home/apt,54,4.5,,1,1,155,2,35.666524,139.738
267,1216085,5700534,Shared room,81,4.5,4,1,1,25,1,35.598282,139.715862
268,1217820,6298841,Entire home/apt,52,5,2,0,1,190,2,35.656501,139.723089
269,1229617,6707494,Entire home/apt,38,5,2,1,1,189,3,35.652247,139.732636
270,1230644,1306308,Entire home/apt,74,4.5,3,1,1,84,,35.661064,139.72269
271,1235210,6734484,Private room,49,4.5,4,1,1,25,2,35.560228,139.694261
272,1238985,3214738,Entire home/apt,11,5,2,1,1,125,7,35.651567,139.698148
273,1246835,6793508,Entire home/apt,22,4.5,,4,1,170,3,35.574886,139.685603
274,1249441,6808667,Entire home/apt,79,4.5,2,1,1,65,2,35.657981,139.742535
275,1249571,6809418,Entire home/apt,38,5,3,1,1,230,4,35.650801,139.722443
276,1252932,202820,Entire home/apt,37,4.5,5,1,1,95,1,35.676833,139.707196
277,1253313,4799233,Entire home/apt,35,4.5,4,1,1,69,4,35.708502,139.697919
278,1254658,6832655,Entire home/apt,60,5,,2,1,82,1,35.727695,139.714515
279,1256034,6834839,Entire home/apt,42,4.5,,2,1,110,7,35.680921,139.692726
280,1263000,6876728,Private room,83,4.5,2,1,1,73,1,35.606816,139.676292
281,1278209,561814,Private room,40,4.5,2,1,,29,4,35.683073,139.678491
282,1278471,901872,Entire home/apt,76,4.5,4,1,1,58,,35.65714,139.694879
283,1289173,151977,Entire home/apt,19,4.5,2,1,1,65,6,35.670575,139.712876
284,1298200,6606987,Entire home/apt,87,5,5,2,2,99,,35.738502,139.851669
285,1301756,4244615,Entire home/apt,48,4.5,4,1,1,67,2,35.668485,139.733188
286,1301859,6681229,Entire home/apt,66,4.5,4,1,1,95,2,35.653659,139.753606
287,1302974,5950180,Entire home/apt,9,4,3,1,1,69,3,35.663961,139.664064
288,1305889,3556600,Entire home/apt,173,4,2,1,0.5,78,1,35.666528,139.764234
289,1306302,7102543,Entire home/apt,81,5,4,2,1,160,3,35.690944,139.684952
290,1306664,7103955,Entire home/apt,28,5,2,1,1,241,4,35.700994,139.740118
291,1313759,7139286,Entire home/apt,72,4.5,3,0,1,60,1,35.606684,139.687636
292,1315884,7148206,Private room,34,5,1,1,1,28,2,35.755591,139.738704
293,1324345,7188686,Entire home/apt,63,5,3,1,1,78,2,35.733524,139.716438
294,1337086,4244615,Entire home/apt,36,4.5,,2,,108,3,35.662732,139.738025
295,1337314,2930135,Private room,4,4.5,1,1,1,30,2,35.68175,139.660643
296,1337360,2930135,Private room,,4,1,1,1,30,1,35.701885,139.647629
297,1337501,2734844,Entire home/apt,91,4.5,,2,1,110,3,35.625486,139.734428
298,1344298,7292699,Entire home/apt,66,5,3,1,1,120,2,35.659965,139.69971
299,1349908,7324488,Private room,32,5,1,1,,43,3,35.605682,139.69208
300,1350054,7325201,Entire home/apt,18,4.5,,2,1,112,3,35.594883,139.652822
301,1361686,3648628,Entire home/apt,24,4.5,,4,2,80,2,35.744479,139.676503
302,1367630,7419128,Private room,40,4.5,2,1,1,43,5,35.661495,139.657729
303,1368110,7272874,Entire home/apt,104,5,,2,1,147,3,35.673126,139.772934
304,1375202,1456838,Entire home/apt,80,4.5,4,1,1,95,3,35.659063,139.692694
305,1375956,6606987,Entire home/apt,111,5,2,1,1,41,,35.737671,139.851285
306,1378486,95393,Entire home/apt,45,4.5,3,1,1,100,3,35.6838,139.696355
307,1388670,805120,Entire home/apt,,,2,1,1,400,1,35.634869,139.713962
308,1390751,7520202,Entire home/apt,,5,2,1,1,150,1,35.649398,139.707164
309,1394124,5710367,Private room,92,5,2,1,1,39,,35.621978,139.699871
310,1394409,7537357,Private room,32,4,2,1,2,60,2,35.731122,139.697095
311,1394737,7537357,Private room,49,4.5,2,1,2,70,2,35.730879,139.707018
312,1395699,7541679,Entire home/apt,19,4.5,3,0,1,129,3,35.646002,139.696703
313,1399905,7560671,Private room,44,5,2,1,2,65,3,35.703845,139.698331
314,1400138,7561876,Entire home/apt,26,4.5,2,0,1,69,3,35.645203,139.72414
315,1405084,7234172,Entire home/apt,68,4.5,4,1,1,110,3,35.677648,139.69059
316,1416972,7620177,Private room,76,5,3,1,1,1800,31,35.629886,139.720879
317,1419538,1293166,Entire home/apt,35,4,2,0,1,55,2,35.702547,139.644888
318,1423620,7662108,Private room,46,5,2,1,1.5,78,2,35.637571,139.75133
319,1427245,5273487,Private room,51,4.5,3,1,1,47,1,35.615975,139.697173
320,1430305,5950180,Entire home/apt,9,4,4,1,1,70,3,35.70265,139.694621
321,1441639,7740848,Entire home/apt,55,5,5,1,1.5,95,,35.736263,139.85024
322,1444926,6681229,Entire home/apt,37,4.5,4,1,1,110,2,35.656612,139.752887
323,1446061,7763198,Private room,76,5,1,1,1,86,2,35.659505,139.622612
324,1453324,7766896,Private room,7,4.5,4,1,1,69,2,35.679899,139.69734
325,1461878,1687319,Private room,18,5,2,1,1,40,2,35.621837,139.6951
326,1472406,2930135,Private room,5,4,1,1,1,36,7,35.700394,139.647111
327,1480809,7923349,Entire home/apt,,,2,0,1,69,3,35.733402,139.697302
328,1480837,7209561,Entire home/apt,79,5,3,1,1,103,2,35.650482,139.745496
329,1499400,4296612,Private room,73,5,3,1,1,68,1,35.659537,139.776592
330,1501243,5326979,Entire home/apt,33,5,5,3,1,180,5,35.706274,139.730555
331,1511626,7561876,Private room,61,4.5,2,1,1,47,1,35.666232,139.664603
332,1512019,8075263,Entire home/apt,75,4.5,,1,1,99,2,35.690651,139.687702
333,1513951,4839903,Entire home/apt,25,4,2,1,1,79,3,35.730211,139.707328
334,1514264,561814,Entire home/apt,57,4.5,2,1,1,64,3,35.706396,139.648762
335,1526132,8142772,Private room,51,4.5,,1,1,52,1,35.699444,139.703029
336,1526552,7729815,Entire home/apt,19,3.5,4,2,1,64,2,35.668092,139.706204
337,1535854,5257327,Entire home/apt,94,5,2,1,1,95,1,35.671364,139.711525
338,1544970,8142772,Shared room,38,5,,1,1,43,1,35.699404,139.701547
339,1562362,4244615,Entire home/apt,24,4.5,,2,1,108,2,35.661687,139.738221
340,1562784,4244615,Entire home/apt,35,4.5,,2,1,108,2,35.663336,139.739542
341,1562818,4244615,Entire home/apt,45,4,,2,1,108,2,35.663258,139.737949
342,1571298,8142772,Shared room,62,4.5,,1,1,34,1,35.701188,139.701925
343,1572850,8361302,Entire home/apt,29,4.5,3,2,1,95,6,35.649063,139.719558
344,1574878,2547513,Entire home/apt,58,4.5,3,1,1,68,2,35.696197,139.706694
