accommodates,bedrooms,bathrooms,minstay,latitude,longitude,Entire home/apt,Private room,Shared room
4,1.0,1.0,1.0,37.569501,126.92140800000001,0.0,1.0,0.0
4,1.0,1.0,2.0,37.553079,127.12843500000001,1.0,0.0,0.0
2,1.0,1.0,1.0,37.508285,126.910552,0.0,1.0,0.0
2,1.0,1.0,2.0,37.566328999999996,127.015198,1.0,0.0,0.0
4,1.0,1.0,1.0,37.555918,126.969559,1.0,0.0,0.0
4,2.0,1.0,3.0,37.542257,126.964347,1.0,0.0,0.0
7,2.0,1.0,1.0,37.572182,126.96761399999998,1.0,0.0,0.0
2,1.0,1.0,2.0,37.554008,126.91735,1.0,0.0,0.0
3,0.0,1.0,1.0,37.54112,127.049765,1.0,0.0,0.0
2,1.0,2.0,1.0,37.581321,126.986503,0.0,1.0,0.0
4,1.0,1.0,1.0,37.55745,126.923318,1.0,0.0,0.0
3,0.0,1.0,1.0,37.56118,126.99304599999999,1.0,0.0,0.0
14,3.0,2.0,3.0,37.557195,126.92793999999999,1.0,0.0,0.0
1,1.0,1.0,1.0,37.4837,126.927384,1.0,0.0,0.0
3,1.0,1.0,2.0,37.56241,126.9254,1.0,0.0,0.0
2,1.0,1.0,1.0,37.558144,126.985677,0.0,1.0,0.0
2,1.0,1.0,3.0,37.525934,127.000598,1.0,0.0,0.0
3,0.0,1.0,2.0,37.556915999999994,126.92811100000002,1.0,0.0,0.0
6,0.0,1.0,2.0,37.555533000000004,126.92185400000001,1.0,0.0,0.0
4,1.0,1.0,1.0,37.563,126.91706299999998,0.0,1.0,0.0
4,1.0,1.0,2.0,37.535751,126.99211399999999,0.0,1.0,0.0
2,0.0,1.0,2.0,37.498444,127.027736,1.0,0.0,0.0
2,1.0,1.0,1.0,37.556518,126.976748,0.0,1.0,0.0
8,2.0,1.0,1.0,37.553407,126.93498600000001,1.0,0.0,0.0
4,1.0,1.0,2.0,37.548325,126.92310900000001,1.0,0.0,0.0
4,1.0,1.0,1.0,37.538115000000005,127.08909299999999,1.0,0.0,0.0
4,1.0,1.0,1.0,37.573561,126.9893,0.0,0.0,1.0
4,1.0,1.0,3.0,37.558655,126.926523,1.0,0.0,0.0
2,1.0,2.0,2.0,37.532962,127.00332399999999,1.0,0.0,0.0
5,2.0,1.0,1.0,37.507411,127.098525,1.0,0.0,0.0
2,1.0,1.0,2.0,37.560969,126.897902,0.0,1.0,0.0
3,1.0,8.0,1.0,37.556512,126.9297,0.0,1.0,0.0
1,1.0,1.0,1.0,37.545307,126.977999,0.0,1.0,0.0
2,1.0,4.0,2.0,37.583099,126.986222,0.0,1.0,0.0
3,1.0,1.0,1.0,37.56729,127.01474099999999,1.0,0.0,0.0
4,0.0,1.0,1.0,37.554706,126.928252,1.0,0.0,0.0
2,1.0,1.0,1.0,37.479302000000004,126.931572,0.0,1.0,0.0
4,1.0,1.0,3.0,37.572988,127.01583500000001,1.0,0.0,0.0
6,1.0,1.0,2.0,37.562278000000006,126.990356,1.0,0.0,0.0
4,0.0,1.0,1.0,37.555246000000004,126.92644299999999,1.0,0.0,0.0
6,3.0,1.0,3.0,37.557665,126.928334,1.0,0.0,0.0
4,0.0,1.0,1.0,37.573846,126.97375,1.0,0.0,0.0
3,0.0,1.0,2.0,37.56671,126.98475,1.0,0.0,0.0
4,1.0,3.0,1.0,37.535708,126.992271,0.0,0.0,1.0
5,0.0,1.0,2.0,37.574286,127.025873,1.0,0.0,0.0
4,0.0,1.0,2.0,37.491406,127.029605,1.0,0.0,0.0
3,0.0,1.0,1.0,37.499567,127.03356399999998,1.0,0.0,0.0
2,1.0,1.0,2.0,37.441568,126.90675900000001,0.0,1.0,0.0
4,0.0,1.0,2.0,37.557999,126.926033,1.0,0.0,0.0
2,1.0,1.0,1.0,37.556292,126.93693300000001,0.0,1.0,0.0
3,1.0,1.0,1.0,37.572998999999996,126.97326100000001,1.0,0.0,0.0
6,2.0,1.0,2.0,37.554990999999994,126.970649,1.0,0.0,0.0
3,1.0,1.0,1.0,37.533392,126.99283999999999,0.0,1.0,0.0
1,1.0,1.0,1.0,37.536367999999996,126.991367,0.0,0.0,1.0
2,1.0,1.0,2.0,37.498211,127.028672,1.0,0.0,0.0
6,2.0,1.0,2.0,37.536718,126.991654,1.0,0.0,0.0
4,1.0,1.0,1.0,37.556827,126.923978,1.0,0.0,0.0
2,1.0,1.0,2.0,37.549618,126.938101,0.0,1.0,0.0
2,1.0,1.0,1.0,37.493629,127.001244,0.0,1.0,0.0
4,1.0,2.0,15.0,37.559043,126.93596399999998,0.0,0.0,1.0
2,1.0,1.0,4.0,37.543667,127.00211499999999,0.0,1.0,0.0
4,1.0,2.0,1.0,37.553739,126.92671299999999,0.0,0.0,1.0
10,1.0,5.0,1.0,37.560219000000004,126.98361799999999,0.0,0.0,1.0
4,1.0,1.0,1.0,37.559882,126.922101,0.0,1.0,0.0
3,1.0,1.0,2.0,37.566792,127.00456100000001,1.0,0.0,0.0
2,1.0,1.0,2.0,37.50725,127.104576,0.0,1.0,0.0
5,1.0,1.0,3.0,37.565489,127.00253500000001,1.0,0.0,0.0
1,1.0,1.0,2.0,37.575486,126.98980800000001,0.0,1.0,0.0
3,1.0,2.0,3.0,37.542588,127.001277,0.0,1.0,0.0
8,1.0,1.0,2.0,37.566192,126.995125,1.0,0.0,0.0
4,1.0,1.0,1.0,37.556727,126.925625,0.0,1.0,0.0
