accommodates,bedrooms,bathrooms,minstay,latitude,longitude,Entire home/apt,Private room,Shared room
4.0,1.0,1.0,1.0,35.672107000000004,139.707943,1.0,0.0,0.0
2.0,1.0,1.0,2.0,35.638032,139.73312099999998,0.0,1.0,0.0
1.0,1.0,3.0,1.0,35.697367,139.707074,0.0,1.0,0.0
2.0,1.0,1.0,2.0,35.647684000000005,139.67949,1.0,0.0,0.0
3.0,1.0,1.0,1.0,35.687301,139.698856,1.0,0.0,0.0
5.0,1.0,1.0,3.0,35.686093,139.698023,1.0,0.0,0.0
4.0,0.0,1.0,2.0,35.661602,139.736191,1.0,0.0,0.0
4.0,1.0,1.0,2.0,35.694703999999994,139.705598,1.0,0.0,0.0
4.0,1.0,1.0,2.0,35.706573,139.660987,1.0,0.0,0.0
2.0,1.0,1.0,3.0,35.66326,139.74539099999998,0.0,1.0,0.0
5.0,1.0,1.0,3.0,35.704643,139.596824,1.0,0.0,0.0
2.0,0.0,1.0,4.0,35.764212,139.829573,1.0,0.0,0.0
2.0,1.0,1.0,2.0,35.708934,139.743456,0.0,1.0,0.0
2.0,0.0,1.0,1.0,35.668361,139.733174,1.0,0.0,0.0
4.0,1.0,1.0,1.0,35.66115,139.72563799999998,1.0,0.0,0.0
3.0,1.0,1.0,3.0,35.646165,139.719918,1.0,0.0,0.0
3.0,1.0,1.0,2.0,35.720187,139.783874,1.0,0.0,0.0
5.0,2.0,0.5,1.0,35.704001,139.799561,1.0,0.0,0.0
2.0,0.0,1.0,1.0,35.664336999999996,139.782829,1.0,0.0,0.0
3.0,1.0,1.0,2.0,35.68312,139.705952,1.0,0.0,0.0
1.0,1.0,1.0,2.0,35.771848,139.79049799999999,0.0,0.0,1.0
5.0,1.0,1.5,2.0,35.658606,139.657907,0.0,1.0,0.0
4.0,1.0,1.0,1.0,35.67045,139.713584,1.0,0.0,0.0
4.0,1.0,1.0,2.0,35.656416,139.696802,1.0,0.0,0.0
1.0,1.0,1.0,3.0,35.647709000000006,139.660111,0.0,0.0,1.0
2.0,1.0,1.0,1.0,35.672182,139.707897,0.0,1.0,0.0
2.0,1.0,1.0,2.0,35.653126,139.70511100000002,1.0,0.0,0.0
4.0,2.0,1.0,1.0,35.702162,139.705379,1.0,0.0,0.0
2.0,0.0,1.0,3.0,35.662882,139.730208,1.0,0.0,0.0
2.0,1.0,1.0,1.0,35.598529,139.729425,0.0,1.0,0.0
4.0,0.0,1.0,2.0,35.733427,139.71528500000002,1.0,0.0,0.0
3.0,1.0,1.0,1.0,35.678237,139.775147,1.0,0.0,0.0
2.0,1.0,1.0,3.0,35.744546,139.79951499999999,0.0,1.0,0.0
2.0,1.0,1.0,2.0,35.726361,139.624248,1.0,0.0,0.0
3.0,1.0,1.0,1.0,35.68638,139.69791999999998,1.0,0.0,0.0
2.0,1.0,1.0,3.0,35.703201,139.654209,0.0,1.0,0.0
2.0,1.0,2.0,1.0,35.752159999999996,139.743044,0.0,1.0,0.0
3.0,1.0,1.0,1.0,35.697268,139.69411399999998,1.0,0.0,0.0
2.0,1.0,2.0,20.0,35.707939,139.724137,0.0,1.0,0.0
1.0,1.0,1.0,1.0,35.640752,139.694335,0.0,0.0,1.0
2.0,2.0,1.0,1.0,35.616685,139.667569,1.0,0.0,0.0
2.0,1.0,1.0,1.0,35.662247,139.649093,0.0,1.0,0.0
2.0,1.0,1.0,3.0,35.688032,139.70916200000002,1.0,0.0,0.0
5.0,1.0,1.0,2.0,35.677741999999995,139.711222,1.0,0.0,0.0
2.0,1.0,1.0,1.0,35.658705,139.783758,0.0,1.0,0.0
5.0,1.0,1.0,1.0,35.692943,139.70612,1.0,0.0,0.0
4.0,0.0,1.0,2.0,35.626582,139.716731,1.0,0.0,0.0
4.0,2.0,2.0,2.0,35.687633,139.808931,1.0,0.0,0.0
3.0,1.0,1.0,2.0,35.711715000000005,139.79810700000002,1.0,0.0,0.0
4.0,1.0,1.0,1.0,35.702944,139.720053,1.0,0.0,0.0
4.0,1.0,1.0,2.0,35.68549,139.697581,1.0,0.0,0.0
2.0,1.0,1.0,1.0,35.671364000000004,139.711525,1.0,0.0,0.0
2.0,1.0,1.0,1.0,35.78825,139.68559199999999,0.0,1.0,0.0
4.0,1.0,3.5,1.0,35.70136,139.70593200000002,0.0,0.0,1.0
4.0,1.0,1.0,1.0,35.697663,139.694401,1.0,0.0,0.0
1.0,1.0,1.0,1.0,35.64353,139.796359,0.0,1.0,0.0
4.0,2.0,1.0,1.0,35.670736,139.68856599999998,1.0,0.0,0.0
3.0,1.0,1.0,3.0,35.659864,139.666518,1.0,0.0,0.0
4.0,1.0,1.0,2.0,35.642288,139.670313,1.0,0.0,0.0
2.0,1.0,1.0,4.0,35.698516999999995,139.669759,1.0,0.0,0.0
3.0,0.0,1.0,1.0,35.624869,139.72360700000002,1.0,0.0,0.0
4.0,2.0,1.0,3.0,35.657356,139.74616,1.0,0.0,0.0
5.0,2.0,1.0,1.0,35.687538,139.688514,1.0,0.0,0.0
1.0,1.0,2.0,1.0,35.727753,139.774565,0.0,1.0,0.0
2.0,1.0,1.0,2.0,35.697119,139.701162,1.0,0.0,0.0
4.0,1.0,1.0,1.0,35.625617,139.690066,0.0,1.0,0.0
2.0,1.0,1.0,1.0,35.584236,139.68393500000002,0.0,1.0,0.0
2.0,1.0,1.0,2.0,35.643707,139.712493,1.0,0.0,0.0
2.0,1.0,1.0,2.0,35.675304,139.664955,1.0,0.0,0.0
4.0,0.0,1.0,1.0,35.668873,139.77436200000002,1.0,0.0,0.0
2.0,0.0,1.0,1.0,35.690218,139.824108,1.0,0.0,0.0
2.0,1.0,1.0,3.0,35.673752,139.707026,1.0,0.0,0.0
2.0,1.0,1.0,28.0,35.657483,139.701378,0.0,1.0,0.0
3.0,1.0,1.0,4.0,35.633691,139.659881,0.0,1.0,0.0
2.0,1.0,1.0,7.0,35.712990999999995,139.778192,0.0,1.0,0.0
2.0,1.0,1.0,1.0,35.698578999999995,139.719597,1.0,0.0,0.0
4.0,1.0,1.0,1.0,35.704888000000004,139.692095,1.0,0.0,0.0
5.0,2.0,1.0,4.0,35.638981,139.711807,1.0,0.0,0.0
2.0,1.0,1.0,4.0,35.70803,139.69822,1.0,0.0,0.0
4.0,1.0,1.0,1.0,35.698533000000005,139.71088799999998,1.0,0.0,0.0
3.0,1.0,1.0,1.0,35.701186,139.706172,1.0,0.0,0.0
2.0,1.0,1.0,2.0,35.640681,139.747443,0.0,0.0,1.0
3.0,1.0,1.0,2.0,35.711945,139.799749,0.0,1.0,0.0
4.0,1.0,1.0,1.0,35.709165999999996,139.697642,1.0,0.0,0.0
4.0,1.0,1.0,3.0,35.710095,139.803021,1.0,0.0,0.0
3.0,1.0,2.0,1.0,35.648563,139.734084,1.0,0.0,0.0
4.0,1.0,1.0,3.0,35.689476,139.702962,1.0,0.0,0.0
4.0,1.0,1.0,3.0,35.697043,139.708375,1.0,0.0,0.0
2.0,0.0,1.0,2.0,35.658378000000006,139.696496,1.0,0.0,0.0
2.0,1.0,1.0,4.0,35.707865999999996,139.696056,1.0,0.0,0.0
5.0,2.0,1.0,2.0,35.714356,139.814002,1.0,0.0,0.0
4.0,0.0,1.0,1.0,35.658390000000004,139.694692,1.0,0.0,0.0
4.0,1.0,1.0,1.0,35.733078000000006,139.767804,1.0,0.0,0.0
4.0,1.0,1.0,1.0,35.795856,139.685699,1.0,0.0,0.0
3.0,1.0,1.0,1.0,35.710225,139.815743,0.0,1.0,0.0
3.0,1.0,1.0,2.0,35.682995,139.69845700000002,0.0,1.0,0.0
2.0,1.0,1.0,1.0,35.725607000000004,139.76281799999998,0.0,1.0,0.0
2.0,1.0,2.0,3.0,35.742461999999996,139.770919,0.0,1.0,0.0
2.0,1.0,1.0,3.0,35.615092,139.650817,0.0,1.0,0.0
2.0,1.0,1.0,7.0,35.691664,139.780922,1.0,0.0,0.0
3.0,1.0,1.0,2.0,35.68835,139.711904,1.0,0.0,0.0
3.0,1.0,1.0,3.0,35.637335,139.648057,1.0,0.0,0.0
4.0,1.0,1.0,2.0,35.657184,139.696975,1.0,0.0,0.0
2.0,1.0,1.0,3.0,35.592391,139.690562,1.0,0.0,0.0
1.0,1.0,1.0,2.0,35.661462,139.736438,0.0,0.0,1.0
3.0,1.0,1.0,1.0,35.728235999999995,139.729206,0.0,1.0,0.0
1.0,1.0,1.0,25.0,35.73082,139.729026,0.0,1.0,0.0
3.0,1.0,1.0,3.0,35.696797,139.699342,1.0,0.0,0.0
1.0,1.0,1.5,3.0,35.689887,139.70774699999998,0.0,0.0,1.0
1.0,1.0,1.0,2.0,35.662304999999996,139.694448,0.0,0.0,1.0
3.0,0.0,1.0,2.0,35.659593,139.72343700000002,1.0,0.0,0.0
5.0,1.0,1.0,3.0,35.736089,139.724371,1.0,0.0,0.0
5.0,2.0,1.0,3.0,35.650999,139.689027,1.0,0.0,0.0
3.0,0.0,1.0,3.0,35.686735,139.69763400000002,1.0,0.0,0.0
1.0,1.0,1.0,2.0,35.739502,139.70629399999999,0.0,0.0,1.0
3.0,2.0,1.0,3.0,35.72672,139.71121399999998,1.0,0.0,0.0
4.0,1.0,1.0,2.0,35.664618,139.735453,1.0,0.0,0.0
3.0,1.0,1.0,3.0,35.673721,139.73099399999998,1.0,0.0,0.0
4.0,1.0,1.0,2.0,35.657101000000004,139.695688,1.0,0.0,0.0
3.0,1.0,0.0,2.0,35.648359,139.735782,0.0,1.0,0.0
1.0,1.0,1.0,2.0,35.722539000000005,139.731479,0.0,1.0,0.0
2.0,1.0,1.0,2.0,35.645365999999996,139.70938,1.0,0.0,0.0
3.0,0.0,1.0,2.0,35.728417,139.726007,1.0,0.0,0.0
3.0,1.0,1.0,2.0,35.663692,139.701399,1.0,0.0,0.0
1.0,1.0,3.0,1.0,35.696016,139.70751299999998,0.0,1.0,0.0
2.0,1.0,1.0,4.0,35.742672,139.658103,1.0,0.0,0.0
4.0,1.0,1.5,2.0,35.708709999999996,139.815997,1.0,0.0,0.0
2.0,1.0,1.0,3.0,35.759555,139.687713,1.0,0.0,0.0
2.0,0.0,1.0,3.0,35.690169,139.728396,1.0,0.0,0.0
3.0,1.0,1.0,1.0,35.735766999999996,139.782993,0.0,1.0,0.0
3.0,1.0,1.0,2.0,35.720003999999996,139.79398899999998,1.0,0.0,0.0
2.0,1.0,1.0,1.0,35.657472999999996,139.68037900000002,1.0,0.0,0.0
4.0,1.0,1.0,1.0,35.655916,139.77555800000002,1.0,0.0,0.0
3.0,1.0,1.0,3.0,35.695640000000004,139.609072,0.0,1.0,0.0
1.0,1.0,1.0,2.0,35.730311,139.72825500000002,0.0,1.0,0.0
2.0,1.0,1.0,1.0,35.664826,139.874025,0.0,1.0,0.0
4.0,2.0,1.0,1.0,35.662565,139.719945,1.0,0.0,0.0
2.0,1.0,1.0,7.0,35.652770000000004,139.71146399999998,0.0,1.0,0.0
2.0,1.0,1.5,2.0,35.674121,139.70821899999999,0.0,1.0,0.0
4.0,2.0,1.5,2.0,35.560555,139.71258,1.0,0.0,0.0
5.0,1.0,0.5,3.0,35.69103,139.814671,0.0,1.0,0.0
2.0,1.0,1.0,2.0,35.669917,139.77136299999998,1.0,0.0,0.0
4.0,1.0,1.0,2.0,35.653875,139.696437,1.0,0.0,0.0
2.0,1.0,1.0,1.0,35.606369,139.69083799999999,0.0,1.0,0.0
5.0,2.0,1.0,3.0,35.670775,139.79433999999998,1.0,0.0,0.0
2.0,0.0,1.0,1.0,35.653375,139.756444,1.0,0.0,0.0
2.0,1.0,1.0,5.0,35.687259999999995,139.675919,1.0,0.0,0.0
2.0,1.0,1.0,3.0,35.690831,139.745044,1.0,0.0,0.0
4.0,1.0,1.0,1.0,35.652912,139.725295,1.0,0.0,0.0
1.0,1.0,1.0,1.0,35.556799,139.717797,0.0,1.0,0.0
2.0,1.0,1.0,1.0,35.627185,139.712746,0.0,1.0,0.0
4.0,0.0,1.0,3.0,35.67823,139.78502,1.0,0.0,0.0
5.0,1.0,1.0,2.0,35.693189000000004,139.70771399999998,1.0,0.0,0.0
5.0,1.0,1.5,1.0,35.659681,139.72455,1.0,0.0,0.0
2.0,0.0,1.0,2.0,35.648162,139.681043,1.0,0.0,0.0
5.0,2.0,1.0,2.0,35.680224,139.788026,1.0,0.0,0.0
2.0,1.0,1.0,1.0,35.726259999999996,139.72478999999998,1.0,0.0,0.0
4.0,1.0,1.0,1.0,35.731131,139.71873200000002,0.0,1.0,0.0
2.0,1.0,2.0,3.0,35.74195,139.77103400000001,0.0,1.0,0.0
2.0,1.0,1.0,1.0,35.684438,139.674443,0.0,1.0,0.0
4.0,2.0,1.0,1.0,35.718937,139.766379,1.0,0.0,0.0
4.0,1.0,1.0,3.0,35.684924,139.67589099999998,1.0,0.0,0.0
1.0,1.0,1.0,1.0,35.699815,139.852621,0.0,1.0,0.0
3.0,1.0,1.0,1.0,35.692278,139.687279,1.0,0.0,0.0
3.0,1.0,1.0,2.0,35.697671,139.777558,1.0,0.0,0.0
3.0,2.0,1.5,2.0,35.662303,139.745274,1.0,0.0,0.0
3.0,1.0,1.0,2.0,35.684308,139.656912,1.0,0.0,0.0
1.0,1.0,1.0,2.0,35.72247,139.731852,0.0,1.0,0.0
2.0,1.0,1.0,2.0,35.6529,139.697839,1.0,0.0,0.0
2.0,1.0,1.0,2.0,35.733491,139.719886,1.0,0.0,0.0
4.0,1.0,1.0,1.0,35.708801,139.767931,1.0,0.0,0.0
4.0,0.0,1.0,2.0,35.650776,139.694778,1.0,0.0,0.0
4.0,1.0,1.0,1.0,35.644574,139.75134,0.0,1.0,0.0
2.0,1.0,1.0,3.0,35.667527,139.735143,1.0,0.0,0.0
4.0,1.0,3.0,1.0,35.743169,139.777825,0.0,1.0,0.0
5.0,1.0,1.0,3.0,35.654146999999995,139.70910700000002,1.0,0.0,0.0
4.0,2.0,1.0,4.0,35.649068,139.722858,1.0,0.0,0.0
3.0,1.0,1.0,2.0,35.726153000000004,139.711103,1.0,0.0,0.0
2.0,1.0,1.0,3.0,35.697918,139.68701000000001,0.0,1.0,0.0
2.0,1.0,1.0,1.0,35.650407,139.697652,0.0,1.0,0.0
3.0,1.0,1.0,3.0,35.682595,139.859224,1.0,0.0,0.0
3.0,1.0,1.5,3.0,35.702877,139.768811,0.0,1.0,0.0
5.0,1.0,1.0,1.0,35.695114000000004,139.708038,1.0,0.0,0.0
1.0,1.0,1.0,1.0,35.666098,139.69215400000002,1.0,0.0,0.0
5.0,1.0,1.0,1.0,35.662237,139.694144,1.0,0.0,0.0
4.0,1.0,1.0,2.0,35.679272,139.6671,0.0,1.0,0.0
1.0,1.0,3.0,5.0,35.695997,139.707726,0.0,1.0,0.0
5.0,2.0,1.0,3.0,35.668628999999996,139.670875,1.0,0.0,0.0
5.0,2.0,0.5,2.0,35.714471,139.806285,1.0,0.0,0.0
4.0,1.0,1.0,2.0,35.667114,139.73364899999999,1.0,0.0,0.0
3.0,0.0,1.0,1.0,35.730584,139.725974,1.0,0.0,0.0
