price
43
170
86
100
56
34
39
50
48
43
39
49
69
86
78
34
34
60
69
78
22
52
34
100
60
115
56
83
69
34
52
69
136
80
70
94
95
34
82
75
45
65
138
119
60
52
95
69
13
28
41
120
67
99
82
81
43
34
60
22
101
82
52
30
79
138
73
70
35
68
52
99
50
78
259
69
42
69
65
52
88
60
73
69
53
15
43
88
14
55
41
108
50
22
68
45
82
58
74
172
78
69
117
69
65
103
112
73
34
71
69
45
86
60
95
47
68
55
60
129
67
35
66
91
43
49
86
73
22
120
51
60
80
86
73
41
59
82
85
39
34
112
42
105
42
73
48
28
84
85
80
39
175
82
30
121
86
50
73
56
43
70
30
41
68
95
108
128
78
65
60
82
52
35
39
116
72
81
71
78
60
15
77
147
78
26
57
56
86
99
43
60
65
28
42
82
51
29
70
25
52
59
22
85
59
50
86
69
72
56
86
69
95
34
30
118
43
164
77
108
70
82
103
135
18
84
259
52
43
63
120
33
112
1164
52
34
69
69
172
60
86
73
39
73
130
62
78
69
60
60
56
73
73
60
60
65
60
69
55
22
107
95
47
103
67
47
52
50
86
20
43
80
85
100
71
16
63
112
86
100
78
41
79
92
76
40
40
56
47
63
46
55
82
56
22
39
43
100
84
120
140
78
77
68
30
129
91
33
175
155
37
52
99
120
78
69
129
53
41
48
78
190
94
18
82
60
172
60
41
121
70
76
70
86
420
69
100
82
84
47
77
30
60
86
33
68
51
36
84
65
95
69
86
99
60
75
33
69
23
67
27
44
108
26
30
53
70
69
39
69
36
43
82
198
39
110
49
26
103
95
85
13
47
120
50
56
46
73
26
52
86
27
65
78
103
60
39
22
60
85
78
125
50
47
30
95
74
500
39
52
73
73
25
77
65
34
129
29
69
45
75
69
65
86
52
73
19
172
47
52
43
52
60
78
79
128
65
283
66
70
59
34
25
204
39
22
21
45
17
172
77
95
35
10
28
39
86
60
224
52
75
86
78
76
80
70
56
25
55
280
85
73
115
43
84
25
79
70
86
50
59
26
86
85
37
80
91
43
56
84
41
64
36
86
70
17
98
69
75
72
65
77
45
84
138
39
95
86
172
82
80
69
60
82
78
65
89
60
38
48
110
19
24
53
172
68
50
42
39
40
33
86
74
53
69
59
26
60
47
60
65
33
13
120
91
56
82
98
45
73
86
65
42
66
26
100
80
99
103
60
112
82
52
74
86
56
155
69
24
81
30
69
145
50
75
66
65
121
30
57
86
47
103
73
42
73
119
60
42
78
95
121
105
53
78
103
54
69
50
81
26
15
26
71
68
43
86
60
241
54
95
60
34
89
148
69
33
129
20
88
30
86
285
65
66
69
95
40
34
50
120
109
50
43
79
112
22
19
43
50
125
45
146
43
56
103
84
78
45
71
69
85
69
49
41
44
86
100
69
60
83
43
50
67
65
89
65
95
55
73
34
15
22
59
69
36
90
103
52
56
85
30
103
70
27
69
29
130
37
56
26
67
16
60
92
30
43
55
42
70
60
70
40
86
26
72
105
34
120
52
79
65
86
115
95
72
36
40
199
51
55
50
39
78
43
29
69
43
52
70
90
52
52
39
95
30
80
86
78
76
78
84
115
138
69
99
69
34
38
80
80
74
110
41
69
57
41
58
69
65
50
99
43
65
52
52
39
67
82
86
41
130
155
86
121
74
93
86
52
70
79
73
60
150
35
68
95
78
34
25
28
62
35
68
172
53
80
50
103
78
65
43
51
65
47
95
86
24
105
78
93
112
40
99
52
39
129
62
73
65
50
120
59
22
120
69
65
95
82
86
60
47
56
65
76
71
90
78
49
34
62
60
68
73
43
43
168
51
56
65
129
80
69
30
70
17
60
150
69
39
39
73
80
147
86
35
26
65
46
66
61
41
31
39
17
69
52
80
54
34
70
43
112
46
34
69
47
86
22
82
75
76
28
86
60
86
129
95
39
85
85
52
47
215
164
22
150
78
58
41
65
36
34
100
129
73
60
66
28
75
78
43
60
34
75
82
22
125
95
99
86
41
42
69
32
100
52
84
100
78
220
90
82
78
40
69
69
65
78
95
86
60
65
56
110
78
70
86
43
52
43
82
130
52
34
99
43
86
30
100
79
34
84
24
85
95
67
67
40
29
86
60
67
155
103
78
39
50
41
30
29
64
80
126
69
82
21
65
52
34
33
70
72
120
50
69
69
85
34
2155
69
39
47
36
120
56
39
82
25
86
43
59
52
33
86
77
95
86
69
17
58
30
47
82
24
38
103
60
23
120
103
47
76
24
95
34
78
30
95
142
64
30
13
28
47
35
30
60
65
86
129
68
121
45
106
43
29
56
17
22
52
43
76
67
67
69
78
60
78
85
39
52
43
52
60
76
49
121
84
69
70
61
39
60
120
69
66
34
120
43
78
110
47
80
55
181
56
33
185
39
62
65
47
95
27
103
38
26
34
73
86
78
50
59
22
56
26
80
39
241
21
70
23
50
65
94
86
75
78
35
69
60
36
77
171
99
57
86
26
47
121
69
84
68
39
41
74
40
22
20
69
105
126
172
25
69
116
95
26
345
25
26
261
70
43
24
43
69
299
121
52
34
50
102
50
69
23
85
34
70
80
60
110
19
65
78
37
56
28
39
50
146
95
56
86
65
108
57
103
95
75
103
41
22
22
65
103
91
56
82
65
43
43
22
52
22
86
77
43
41
52
41
17
103
50
20
84
28
82
129
85
17
56
80
45
39
50
100
47
95
75
78
52
69
86
110
60
78
51
16
78
82
103
72
224
69
25
86
52
83
69
67
105
77
50
34
69
78
103
78
58
56
26
39
84
86
43
50
73
28
78
65
88
66
65
93
78
86
61
86
71
33
86
34
46
39
52
56
172
47
102
143
246
78
56
53
43
100
86
60
190
85
60
73
85
112
84
90
77
47
100
38
95
34
47
190
65
30
69
60
43
18
76
47
78
69
48
39
86
27
155
73
118
47
73
69
28
22
49
59
64
69
86
33
74
62
25
43
80
53
150
78
60
36
82
129
59
85
70
82
172
69
70
95
60
138
52
700
57
34
39
77
80
69
59
78
78
37
82
91
31
58
75
110
284
105
30
50
52
79
85
259
43
109
32
107
86
39
95
73
89
22
60
64
71
78
55
50
65
30
69
43
43
60
60
60
99
80
86
53
82
17
310
58
120
52
25
78
39
47
70
1800
25
33
54
52
24
69
78
30
72
78
62
55
20
69
25
172
103
77
151
46
47
16
60
50
86
86
39
52
76
84
69
65
59
85
43
13
40
35
90
30
52
55
22
28
78
60
93
72
39
26
77
68
28
47
59
73
41
78
26
50
75
95
95
30
140
29
2632
84
22
86
41
69
44
41
80
95
33
52
73
86
155
60
103
34
60
67
86
21
86
95
47
43
55
40
76
73
69
190
215
41
41
89
22
115
80
65
47
30
72
28
129
53
39
17
59
99
58
95
70
50
53
65
68
28
12
103
172
53
86
45
45
52
80
100
40
69
330
73
65
125
89
77
65
147
58
103
43
43
28
86
121
86
40
179
36
78
172
65
190
41
43
22
62
26
130
148
17
45
56
84
78
43
67
82
66
103
60
76
69
68
28
85
73
60
86
133
22
28
34
49
69
47
58
129
60
50
40
103
59
38
41
108
38
84
64
56
78
75
32
108
43
78
105
65
40
41
39
69
69
66
78
39
85
86
25
55
85
103
100
80
119
86
59
73
69
72
36
90
73
69
43
68
100
68
49
33
103
57
58
84
67
47
30
52
71
69
58
60
60
70
70
86
69
82
30
69
22
78
19
83
50
28
13
49
40
78
86
16
51
70
65
121
119
54
61
129
90
53
70
95
22
63
53
34
119
129
70
100
28
72
138
67
86
77
73
112
41
73
112
86
86
67
90
60
78
133
103
80
56
93
65
75
82
115
43
65
129
95
78
74
30
60
34
46
50
52
21
129
75
284
52
155
78
55
95
26
67
52
80
82
60
59
33
69
78
52
68
60
84
82
129
67
28
69
89
115
77
65
68
34
78
86
91
20
42
40
69
43
56
52
22
91
65
110
72
69
60
121
34
62
65
73
89
95
100
34
78
69
47
56
34
66
33
86
59
48
86
78
59
86
69
112
34
60
60
148
103
56
26
55
69
41
52
65
60
103
48
73
26
39
34
112
22
60
40
18
85
103
50
69
72
63
60
39
39
42
39
80
80
41
52
68
85
103
115
43
72
103
41
84
35
62
69
129
57
46
21
56
34
43
43
47
72
82
95
259
16
72
65
60
64
100
172
43
184
42
69
129
65
56
69
120
65
68
99
78
120
95
44
73
48
85
68
65
126
73
70
41
82
41
213
43
28
110
73
100
60
43
51
34
39
45
78
32
70
60
74
78
46
47
60
45
112
80
70
165
43
95
180
68
40
52
30
67
19
67
69
110
60
35
78
51
38
35
82
129
83
50
43
40
121
39
60
129
65
90
39
103
78
78
64
52
57
86
60
86
59
16
138
88
646
22
74
22
84
48
59
60
41
86
49
52
34
82
56
62
85
65
90
69
34
65
35
41
70
59
15
116
24
112
43
76
15
56
30
66
39
75
65
30
26
25
52
103
51
60
89
110
73
99
99
65
78
71
29
60
98
25
70
69
50
184
103
60
73
26
77
80
61
78
15
34
64
48
34
30
33
67
69
68
86
22
33
80
26
69
50
78
95
78
35
34
70
121
112
159
30
71
60
39
150
99
50
59
30
83
55
26
57
50
95
89
86
43
78
69
55
86
76
108
65
52
50
95
142
52
115
65
78
22
119
56
18
99
80
14
69
103
70
47
86
76
51
26
25
48
65
39
78
190
79
65
86
60
41
61
50
95
70
95
40
58
69
145
30
54
121
50
35
121
30
681
43
69
86
70
56
90
69
33
302
60
39
25
30
49
108
73
34
56
85
55
85
43
40
64
86
52
280
86
56
82
215
34
43
59
25
67
49
41
52
99
80
52
215
40
759
86
75
69
26
47
68
86
51
30
90
50
28
80
180
52
70
47
98
60
73
40
82
45
89
69
34
79
115
67
72
77
153
120
130
78
30
73
73
22
112
85
29
34
145
60
32
73
65
13
109
85
70
17
39
28
28
74
129
38
26
78
71
90
39
151
92
65
52
86
78
60
11
103
50
155
48
85
69
71
65
86
39
140
86
50
79
34
69
39
103
76
26
47
35
57
25
129
56
75
69
47
95
650
100
78
78
69
69
86
30
60
30
65
84
86
86
121
26
78
70
47
30
85
30
34
22
22
73
215
29
35
50
25
52
59
73
75
112
57
56
99
25
52
68
131
59
138
86
72
39
82
95
28
95
26
60
52
112
60
86
105
78
43
78
50
86
210
56
45
69
121
100
33
100
56
33
95
62
46
26
69
101
79
16
84
74
40
55
40
43
43
31
78
118
48
60
52
68
64
26
60
43
95
73
40
17
28
65
26
76
82
49
140
45
28
35
79
43
70
86
164
65
129
59
52
24
69
56
138
59
56
112
25
222
260
74
59
18
41
56
86
34
103
73
22
69
69
66
69
60
68
60
121
47
138
80
52
60
110
120
77
108
50
65
65
62
241
40
86
78
75
39
52
95
10
48
78
45
94
34
74
129
27
22
73
172
40
54
15
73
29
95
28
52
78
60
37
29
78
95
65
78
24
72
350
34
100
45
39
40
35
100
52
80
95
51
47
22
68
33
54
90
59
26
39
86
121
49
62
56
150
41
52
86
39
71
69
60
43
79
106
103
80
68
78
29
105
78
17
57
62
52
65
47
30
86
65
108
47
80
16
58
65
34
109
67
129
69
103
155
78
69
30
49
24
95
43
79
53
85
28
129
33
103
112
78
35
30
22
93
47
41
22
250
26
50
121
65
59
36
95
18
41
80
103
45
60
46
73
73
53
60
82
86
39
80
34
39
41
90
66
43
73
73
49
48
43
85
69
52
78
41
34
86
56
34
51
64
39
103
69
56
82
45
29
78
52
55
138
25
60
95
45
38
77
43
172
80
43
60
39
160
65
56
78
95
73
71
40
59
60
74
80
110
80
47
119
59
26
86
73
45
86
112
17
47
55
95
82
46
24
69
86
55
25
43
65
189
86
20
70
30
67
100
39
52
43
95
27
74
65
60
129
52
69
64
95
103
43
48
41
40
129
48
41
138
259
78
29
90
60
58
86
69
22
73
112
69
103
39
138
43
190
34
39
69
82
43
103
69
39
41
100
28
45
35
146
95
55
80
47
68
100
70
65
60
50
34
26
50
78
150
72
85
87
75
67
71
80
34
82
50
60
86
85
45
69
63
64
69
34
79
40
43
30
39
106
102
41
58
172
49
105
50
55
55
52
44
86
140
34
60
55
50
108
121
69
36
160
60
18
56
65
70
86
69
59
53
40
40
73
82
115
26
130
91
102
69
43
52
52
41
155
49
65
26
52
103
34
69
28
52
53
30
30
115
60
69
86
79
28
17
60
69
80
86
30
82
80
190
70
121
86
65
64
26
60
86
69
36
77
86
62
65
18
45
56
80
78
52
70
67
65
82
129
60
69
103
59
95
86
95
133
67
73
79
57
75
69
56
54
78
86
68
149
26
95
45
65
86
95
40
89
70
26
95
103
52
51
65
39
79
55
65
28
69
86
52
86
29
33
73
27
98
103
69
35
36
59
59
30
60
89
75
67
56
69
108
85
45
34
34
45
75
60
112
33
120
34
76
34
45
120
86
25
65
58
43
62
60
103
57
85
24
34
69
56
73
92
125
53
68
95
89
105
70
56
103
41
